,year,month,day,hexagon,count,F19,F20
75,2020,2,3,14,1,0,1
76,2020,2,3,14,1,0,1
77,2020,2,3,14,1,0,1
78,2020,2,3,14,3,0,1
79,2020,2,3,14,1,0,1
80,2020,2,3,14,20,0,1
81,2020,2,3,14,1,0,1
82,2020,2,3,14,1,0,1
83,2020,2,3,14,8,0,1
84,2020,2,3,14,1,0,1
85,2020,2,3,14,3,0,1
86,2020,2,3,14,1,0,1
87,2020,2,3,14,1,0,1
88,2020,2,3,14,2,0,1
89,2020,2,3,14,1,0,1
90,2020,2,3,14,10,0,1
91,2020,2,3,14,15,0,1
92,2020,2,3,14,2,0,1
93,2020,2,3,14,1,0,1
94,2020,2,3,14,1,0,1
95,2020,2,3,14,1,0,1
96,2020,2,3,14,1,0,1
97,2020,2,3,14,1,0,1
98,2020,2,3,14,1,0,1
99,2020,2,3,14,1,0,1
100,2020,2,3,14,1,0,1
101,2020,2,3,14,2,0,1
102,2020,2,3,14,1,0,1
103,2020,2,3,14,1,0,1
104,2020,2,3,14,1,0,1
105,2020,2,3,14,25,0,1
106,2020,2,3,14,1,0,1
107,2020,2,3,14,1,0,1
108,2020,2,3,14,1,0,1
109,2020,2,3,14,1,0,1
110,2020,2,3,14,2,0,1
111,2020,2,3,14,1,0,1
112,2020,2,3,14,1,0,1
113,2020,2,3,14,1,0,1
114,2020,2,3,14,1,0,1
115,2020,2,3,14,1,0,1
116,2020,2,3,14,1,0,1
117,2020,2,9,15,1,0,1
118,2020,2,9,15,1,0,1
119,2020,2,9,15,1,0,1
120,2020,2,9,15,1,0,1
121,2020,2,9,15,1,0,1
122,2020,2,9,15,1,0,1
123,2020,2,9,15,1,0,1
124,2020,2,9,15,1,0,1
125,2020,2,9,15,35,0,1
126,2020,2,9,15,1,0,1
127,2020,2,9,15,5,0,1
128,2020,2,9,15,1,0,1
129,2020,2,9,15,1,0,1
130,2020,2,9,15,1,0,1
131,2020,2,9,15,10,0,1
132,2020,2,9,15,1,0,1
133,2020,2,9,15,5,0,1
134,2020,2,9,15,1,0,1
135,2020,2,9,15,2,0,1
136,2020,2,9,15,1,0,1
137,2020,2,9,15,1,0,1
138,2020,2,9,15,6,0,1
139,2020,2,9,15,1,0,1
140,2020,2,9,15,10,0,1
141,2020,2,9,15,5,0,1
142,2020,2,9,15,5,0,1
143,2020,2,9,15,2,0,1
144,2020,2,9,15,20,0,1
145,2020,2,9,15,2,0,1
146,2020,2,9,15,15,0,1
147,2020,2,9,15,40,0,1
148,2020,2,9,15,2,0,1
149,2020,2,9,15,100,0,1
150,2020,2,9,15,5,0,1
151,2020,2,9,15,25,0,1
152,2020,2,9,15,1,0,1
153,2020,2,9,15,75,0,1
154,2020,2,9,15,150,0,1
155,2020,2,9,15,25,0,1
156,2020,2,9,15,35,0,1
157,2020,2,9,15,30,0,1
158,2020,2,9,15,5,0,1
159,2020,2,9,15,100,0,1
160,2020,2,9,15,150,0,1
161,2020,2,9,15,50,0,1
162,2020,2,9,15,3,0,1
163,2020,2,9,15,30,0,1
164,2020,2,9,15,3,0,1
165,2020,2,9,15,30,0,1
166,2020,2,9,15,1,0,1
167,2020,2,9,15,1,0,1
168,2020,2,9,15,1,0,1
169,2020,2,9,15,1,0,1
170,2020,2,9,15,1,0,1
171,2020,2,9,15,3,0,1
172,2020,2,9,15,1,0,1
173,2020,2,9,15,2,0,1
174,2020,2,9,15,1,0,1
175,2020,2,9,15,1,0,1
176,2020,2,9,15,2,0,1
177,2020,2,9,15,2,0,1
178,2020,2,9,15,1,0,1
179,2020,2,9,15,1,0,1
180,2020,2,9,15,1,0,1
181,2020,2,9,15,1,0,1
182,2020,2,9,15,1,0,1
183,2020,2,2,87,8,0,1
184,2020,2,2,87,10,0,1
185,2020,2,2,87,1,0,1
186,2020,2,2,87,1,0,1
187,2020,2,2,87,1,0,1
188,2020,2,2,87,1,0,1
189,2020,2,2,87,20,0,1
190,2020,2,2,87,1,0,1
191,2020,2,2,87,25,0,1
192,2020,2,2,87,2,0,1
193,2020,2,2,87,3,0,1
194,2020,2,2,87,1,0,1
195,2020,2,2,87,1,0,1
196,2020,2,2,87,1,0,1
197,2020,2,2,87,5,0,1
198,2020,2,2,87,1,0,1
199,2020,2,2,87,1,0,1
200,2020,2,2,87,1,0,1
201,2020,2,2,87,1,0,1
202,2020,2,2,87,2,0,1
203,2020,2,2,87,3,0,1
204,2020,2,2,87,5,0,1
205,2020,2,2,87,1,0,1
206,2020,2,2,87,1,0,1
207,2020,2,2,87,1,0,1
208,2020,2,2,87,1,0,1
209,2020,2,2,87,1,0,1
210,2020,2,2,87,1,0,1
211,2020,2,2,87,1,0,1
212,2020,2,2,87,2,0,1
213,2020,2,2,87,1,0,1
214,2020,2,2,87,1,0,1
215,2020,2,2,87,1,0,1
216,2020,2,2,87,1,0,1
217,2020,2,2,87,3,0,1
218,2020,2,2,87,1,0,1
219,2020,2,2,87,10,0,1
220,2020,2,2,87,2,0,1
221,2020,2,2,87,1,0,1
222,2020,2,11,1,11,0,1
223,2020,2,8,86,1,0,1
224,2020,2,8,86,1,0,1
225,2020,2,8,86,1,0,1
226,2020,2,8,86,1,0,1
227,2020,2,8,86,4,0,1
228,2020,2,8,86,1,0,1
229,2020,2,8,86,1,0,1
230,2020,2,8,86,1,0,1
231,2020,2,8,86,1,0,1
232,2020,2,8,86,1,0,1
233,2020,2,8,86,1,0,1
234,2020,2,8,86,1,0,1
235,2020,2,8,86,1,0,1
236,2020,2,8,86,1,0,1
237,2020,2,8,86,1,0,1
238,2020,2,8,86,1,0,1
239,2020,2,8,2,1,0,1
240,2020,2,8,2,1,0,1
241,2020,2,8,2,1,0,1
242,2020,2,8,2,1,0,1
243,2020,2,8,2,1,0,1
244,2020,2,10,97,2,0,1
245,2020,2,10,97,1,0,1
246,2020,2,10,97,1,0,1
247,2020,2,10,97,1,0,1
248,2020,2,10,97,1,0,1
249,2020,2,10,97,1,0,1
250,2020,2,10,97,1,0,1
251,2020,2,10,97,2,0,1
252,2020,2,10,97,1,0,1
253,2020,2,10,97,1,0,1
254,2020,2,10,97,1,0,1
255,2020,2,10,97,1,0,1
256,2020,2,10,97,1,0,1
257,2020,2,10,97,1,0,1
258,2020,2,10,97,1,0,1
259,2020,2,10,97,1,0,1
260,2020,2,10,97,2,0,1
261,2020,2,10,49,1,0,1
262,2020,2,10,49,4,0,1
263,2020,2,10,49,1,0,1
264,2020,2,10,49,1,0,1
265,2020,2,10,49,1,0,1
266,2020,2,4,115,2,0,1
267,2020,2,4,115,1,0,1
268,2020,2,4,115,1,0,1
269,2020,2,4,115,2,0,1
270,2020,2,4,115,1,0,1
271,2020,2,4,115,1,0,1
272,2020,2,4,115,1,0,1
273,2020,2,4,115,1,0,1
274,2020,2,4,115,1,0,1
275,2020,2,4,115,1,0,1
276,2020,2,4,115,1,0,1
277,2020,2,4,115,1,0,1
278,2020,2,4,115,1,0,1
279,2020,2,4,115,3,0,1
280,2020,2,4,115,1,0,1
281,2020,2,4,115,2,0,1
282,2020,2,4,115,42,0,1
283,2020,2,4,115,4,0,1
284,2020,2,4,115,3,0,1
285,2020,2,4,115,3,0,1
286,2020,2,4,115,1,0,1
287,2020,2,4,115,3,0,1
288,2020,2,4,115,1,0,1
289,2020,2,4,115,2,0,1
290,2020,2,4,115,1,0,1
291,2020,2,4,115,1,0,1
292,2020,2,4,115,1,0,1
293,2020,2,4,115,1,0,1
294,2020,2,4,115,1,0,1
295,2020,2,4,115,2,0,1
296,2020,2,4,115,1,0,1
297,2020,2,4,115,3,0,1
298,2020,2,4,115,4,0,1
299,2020,2,4,115,4,0,1
300,2020,2,4,115,2,0,1
301,2020,2,4,115,1,0,1
302,2020,2,4,115,4,0,1
303,2020,2,4,115,1,0,1
304,2020,2,4,115,4,0,1
305,2020,2,4,115,1,0,1
306,2020,2,4,55,1,0,1
307,2020,2,4,55,1,0,1
308,2020,2,4,55,1,0,1
309,2020,2,4,55,1,0,1
310,2020,2,4,55,1,0,1
311,2020,2,4,55,1,0,1
312,2020,2,4,55,1,0,1
313,2020,2,4,55,1,0,1
314,2020,2,3,126,1,0,1
315,2020,2,3,126,1,0,1
316,2020,2,3,126,1,0,1
317,2020,2,3,126,2,0,1
318,2020,2,3,126,1,0,1
319,2020,2,3,126,1,0,1
320,2020,2,3,126,1,0,1
321,2020,2,3,126,1,0,1
322,2020,2,3,126,1,0,1
323,2020,2,3,126,1,0,1
324,2020,2,3,126,1,0,1
325,2020,2,3,126,1,0,1
326,2020,2,3,126,1,0,1
327,2020,2,3,126,1,0,1
328,2020,2,3,126,1,0,1
329,2020,2,3,126,1,0,1
330,2020,2,3,126,1,0,1
331,2020,2,2,91,1,0,1
332,2020,2,2,91,2,0,1
333,2020,2,2,91,1,0,1
334,2020,2,2,91,1,0,1
335,2020,2,2,91,1,0,1
336,2020,2,2,91,1,0,1
337,2020,2,2,91,1,0,1
338,2020,2,2,91,1,0,1
339,2020,2,2,91,1,0,1
340,2020,2,2,91,1,0,1
341,2020,2,2,91,2,0,1
342,2020,2,2,91,1,0,1
343,2020,2,2,91,1,0,1
344,2020,2,2,91,1,0,1
345,2020,2,2,91,4,0,1
346,2020,2,2,91,1,0,1
347,2020,2,2,91,1,0,1
348,2020,2,2,91,1,0,1
349,2020,2,2,91,1,0,1
350,2020,2,2,91,1,0,1
351,2020,2,2,91,1,0,1
352,2020,2,2,91,1,0,1
353,2020,2,2,91,1,0,1
354,2020,2,2,91,1,0,1
355,2020,2,2,91,1,0,1
356,2020,2,9,111,1,0,1
357,2020,2,9,111,1,0,1
358,2020,2,9,111,1,0,1
359,2020,2,9,111,1,0,1
360,2020,2,12,105,1,0,1
361,2020,2,12,105,4,0,1
362,2020,2,12,105,1,0,1
363,2020,2,12,105,1,0,1
364,2020,2,12,105,1,0,1
365,2020,2,12,105,10,0,1
366,2020,2,12,105,1,0,1
367,2020,2,12,105,3,0,1
368,2020,2,12,105,1,0,1
369,2020,2,12,105,1,0,1
370,2020,2,12,105,1,0,1
371,2020,2,8,16,1,0,1
372,2020,2,8,16,1,0,1
373,2020,2,8,16,1,0,1
374,2020,2,8,16,1,0,1
375,2020,2,8,16,1,0,1
376,2020,2,8,16,1,0,1
377,2020,2,8,16,1,0,1
378,2020,2,8,16,1,0,1
379,2020,2,8,16,1,0,1
380,2020,2,8,16,1,0,1
381,2020,2,8,16,1,0,1
382,2020,2,8,16,1,0,1
383,2020,2,8,16,1,0,1
384,2020,2,8,16,1,0,1
385,2020,2,8,16,1,0,1
386,2020,2,8,16,1,0,1
387,2020,2,8,16,1,0,1
388,2020,2,8,16,1,0,1
389,2020,2,8,16,3,0,1
390,2020,2,8,16,1,0,1
391,2020,2,8,16,1,0,1
392,2020,2,8,16,1,0,1
393,2020,2,8,16,1,0,1
394,2020,2,8,16,1,0,1
395,2020,2,8,16,1,0,1
396,2020,2,8,16,1,0,1
397,2020,2,8,16,1,0,1
398,2020,2,9,109,1,0,1
399,2020,2,9,109,1,0,1
400,2020,2,9,109,1,0,1
401,2020,2,9,109,1,0,1
402,2020,2,9,109,1,0,1
403,2020,2,9,109,1,0,1
404,2020,2,9,109,1,0,1
405,2020,2,9,109,1,0,1
406,2020,2,9,109,1,0,1
407,2020,2,9,109,1,0,1
408,2020,2,7,88,1,0,1
409,2020,2,7,88,2,0,1
410,2020,2,7,88,1,0,1
411,2020,2,7,88,1,0,1
412,2020,2,7,88,1,0,1
413,2020,2,7,88,1,0,1
414,2020,2,7,88,1,0,1
415,2020,2,7,88,1,0,1
416,2020,2,12,41,1,0,1
417,2020,2,12,41,2,0,1
418,2020,2,12,41,1,0,1
419,2020,2,12,41,1,0,1
420,2020,2,12,41,1,0,1
421,2020,2,12,41,1,0,1
422,2020,2,12,41,1,0,1
423,2020,2,12,41,1,0,1
424,2020,2,12,41,1,0,1
425,2020,2,12,41,1,0,1
426,2020,2,12,41,1,0,1
427,2020,2,12,41,1,0,1
428,2020,2,12,41,1,0,1
429,2020,2,12,41,1,0,1
430,2020,2,12,41,1,0,1
431,2020,2,8,96,1,0,1
432,2020,2,8,96,2,0,1
433,2020,2,8,96,3,0,1
434,2020,2,8,96,2,0,1
435,2020,2,8,96,2,0,1
436,2020,2,8,96,1,0,1
437,2020,2,8,96,1,0,1
438,2020,2,8,96,1,0,1
439,2020,2,8,96,10,0,1
440,2020,2,8,96,1,0,1
441,2020,2,8,96,1,0,1
442,2020,2,8,96,1,0,1
443,2020,2,8,96,2,0,1
444,2020,2,8,96,1,0,1
445,2020,2,8,96,1,0,1
446,2020,2,8,96,30,0,1
447,2020,2,8,96,3,0,1
448,2020,2,8,96,2,0,1
449,2020,2,8,96,1,0,1
450,2020,2,8,96,6,0,1
451,2020,2,8,96,1,0,1
452,2020,2,8,96,1,0,1
453,2020,2,8,96,3,0,1
454,2020,2,8,96,1,0,1
455,2020,2,8,96,1,0,1
456,2020,2,8,96,45,0,1
457,2020,2,8,96,1,0,1
458,2020,2,8,96,1,0,1
459,2020,2,8,96,1,0,1
460,2020,2,8,96,1,0,1
461,2020,2,8,96,1,0,1
462,2020,2,8,96,1,0,1
463,2020,2,9,66,1,0,1
464,2020,2,7,106,1,0,1
465,2020,2,7,106,1,0,1
466,2020,2,7,106,3,0,1
467,2020,2,7,106,3,0,1
468,2020,2,7,106,3,0,1
469,2020,2,7,106,1,0,1
470,2020,2,4,51,3,0,1
471,2020,2,4,51,1,0,1
472,2020,2,4,51,1,0,1
473,2020,2,4,51,2,0,1
474,2020,2,4,51,31,0,1
475,2020,2,4,51,5,0,1
476,2020,2,3,62,1,0,1
477,2020,2,3,62,1,0,1
478,2020,2,3,62,1,0,1
479,2020,2,3,62,1,0,1
480,2020,2,3,62,1,0,1
481,2020,2,3,62,4,0,1
482,2020,2,3,62,1,0,1
483,2020,2,3,62,1,0,1
484,2020,2,3,62,2,0,1
485,2020,2,3,62,1,0,1
486,2020,2,3,62,1,0,1
487,2020,2,3,62,1,0,1
488,2020,2,3,62,1,0,1
489,2020,2,3,62,1,0,1
490,2020,2,3,62,1,0,1
491,2020,2,7,116,1,0,1
492,2020,2,7,116,1,0,1
493,2020,2,7,116,1,0,1
494,2020,2,7,116,1,0,1
495,2020,2,7,116,1,0,1
496,2020,2,7,116,1,0,1
497,2020,2,7,116,1,0,1
498,2020,2,7,116,1,0,1
499,2020,2,7,116,1,0,1
500,2020,2,7,116,1,0,1
501,2020,2,7,116,1,0,1
502,2020,2,7,116,1,0,1
503,2020,2,7,116,1,0,1
504,2020,2,7,116,1,0,1
505,2020,2,7,116,1,0,1
506,2020,2,7,116,1,0,1
507,2020,2,7,116,1,0,1
508,2020,2,7,116,1,0,1
509,2020,2,7,116,1,0,1
510,2020,2,7,116,1,0,1
511,2020,2,7,116,1,0,1
512,2020,2,7,116,2,0,1
513,2020,2,7,116,3,0,1
514,2020,2,7,116,1,0,1
515,2020,2,7,116,1,0,1
516,2020,2,7,116,1,0,1
517,2020,2,7,116,1,0,1
518,2020,2,7,116,1,0,1
519,2020,2,7,116,1,0,1
520,2020,2,7,116,1,0,1
521,2020,2,7,116,1,0,1
522,2020,2,7,116,1,0,1
523,2020,2,7,116,1,0,1
524,2020,2,7,116,1,0,1
525,2020,2,7,116,1,0,1
526,2020,2,7,116,1,0,1
527,2020,2,7,116,1,0,1
528,2020,2,12,25,1,0,1
529,2020,2,12,25,1,0,1
530,2020,2,12,25,1,0,1
531,2020,2,12,25,6,0,1
532,2020,2,12,25,1,0,1
533,2020,2,12,25,1,0,1
534,2020,2,12,25,20,0,1
535,2020,2,12,25,5,0,1
536,2020,2,12,25,1,0,1
537,2020,2,12,25,1,0,1
538,2020,2,12,25,1,0,1
539,2020,2,12,25,1,0,1
540,2020,2,12,25,1,0,1
541,2020,2,12,25,1,0,1
542,2020,2,12,25,2,0,1
543,2020,2,12,25,6,0,1
544,2020,2,12,25,1,0,1
545,2020,2,12,25,1,0,1
546,2020,2,12,25,10,0,1
547,2020,2,12,25,5,0,1
548,2020,2,12,25,1,0,1
549,2020,2,12,25,1,0,1
550,2020,2,12,25,1,0,1
551,2020,2,12,25,2,0,1
552,2020,2,12,25,1,0,1
553,2020,2,12,25,1,0,1
554,2020,2,12,25,1,0,1
555,2020,2,12,25,1,0,1
556,2020,2,12,25,100,0,1
557,2020,2,12,25,1,0,1
558,2020,2,8,57,1,0,1
559,2020,2,8,57,1,0,1
560,2020,2,8,57,3,0,1
561,2020,2,8,57,1,0,1
562,2020,2,8,57,1,0,1
563,2020,2,8,57,1,0,1
564,2020,2,8,57,3,0,1
565,2020,2,8,57,1,0,1
566,2020,2,8,57,2,0,1
567,2020,2,8,57,1,0,1
568,2020,2,8,57,2,0,1
569,2020,2,8,57,1,0,1
570,2020,2,8,57,1,0,1
571,2020,2,8,57,1,0,1
572,2020,2,8,57,2,0,1
573,2020,2,8,57,1,0,1
574,2020,2,8,57,1,0,1
575,2020,2,8,57,1,0,1
576,2020,2,8,57,2,0,1
577,2020,2,8,57,2,0,1
578,2020,2,8,57,1,0,1
579,2020,2,8,57,1,0,1
580,2020,2,8,57,1,0,1
581,2020,2,8,57,1,0,1
582,2020,2,8,57,1,0,1
583,2020,2,8,57,1,0,1
584,2020,2,8,57,1,0,1
585,2020,2,8,57,1,0,1
586,2020,2,8,57,1,0,1
587,2020,2,8,57,1,0,1
588,2020,2,8,57,1,0,1
589,2020,2,8,57,1,0,1
590,2020,2,8,57,2,0,1
591,2020,2,8,57,1,0,1
592,2020,2,8,57,2,0,1
593,2020,2,8,57,1,0,1
594,2020,2,8,57,4,0,1
595,2020,2,8,57,1,0,1
596,2020,2,8,57,1,0,1
597,2020,2,8,57,1,0,1
598,2020,2,8,57,1,0,1
599,2020,2,8,57,1,0,1
600,2020,2,8,57,1,0,1
601,2020,2,8,57,1,0,1
602,2020,2,8,57,1,0,1
603,2020,2,8,57,1,0,1
604,2020,2,8,57,1,0,1
605,2020,2,8,57,1,0,1
606,2020,2,8,57,1,0,1
607,2020,2,8,57,1,0,1
608,2020,2,8,57,1,0,1
609,2020,2,8,60,1,0,1
610,2020,2,8,60,1,0,1
611,2020,2,8,60,1,0,1
612,2020,2,8,60,1,0,1
613,2020,2,8,60,1,0,1
614,2020,2,8,60,1,0,1
615,2020,2,8,60,2,0,1
616,2020,2,8,60,1,0,1
617,2020,2,8,60,1,0,1
618,2020,2,8,60,1,0,1
619,2020,2,8,60,1,0,1
620,2020,2,8,60,2,0,1
621,2020,2,8,60,1,0,1
622,2020,2,8,60,1,0,1
623,2020,2,8,60,1,0,1
624,2020,2,8,60,1,0,1
625,2020,2,8,60,1,0,1
626,2020,2,8,60,1,0,1
627,2020,2,8,60,1,0,1
628,2020,2,8,60,1,0,1
629,2020,2,8,60,1,0,1
630,2020,2,8,60,1,0,1
631,2020,2,8,60,1,0,1
632,2020,2,8,60,1,0,1
633,2020,2,8,60,3,0,1
634,2020,2,8,60,1,0,1
635,2020,2,8,60,1,0,1
636,2020,2,8,60,1,0,1
637,2020,2,8,60,1,0,1
638,2020,2,8,60,1,0,1
639,2020,2,9,29,1,0,1
640,2020,2,9,29,1,0,1
641,2020,2,9,29,1,0,1
642,2020,2,9,29,1,0,1
643,2020,2,10,37,1,0,1
644,2020,2,10,37,1,0,1
645,2020,2,10,37,1,0,1
646,2020,2,10,37,1,0,1
647,2020,2,10,37,1,0,1
648,2020,2,10,37,1,0,1
649,2020,2,10,37,1,0,1
650,2020,2,10,37,1,0,1
651,2020,2,10,37,2,0,1
652,2020,2,10,37,1,0,1
653,2020,2,10,37,1,0,1
654,2020,2,10,37,1,0,1
655,2020,2,10,37,1,0,1
656,2020,2,10,37,2,0,1
657,2020,2,10,37,1,0,1
658,2020,2,10,37,1,0,1
659,2020,2,10,37,1,0,1
660,2020,2,10,37,1,0,1
661,2020,2,10,37,2,0,1
662,2020,2,10,37,1,0,1
663,2020,2,10,37,1,0,1
664,2020,2,10,37,1,0,1
665,2020,2,10,37,1,0,1
666,2020,2,10,37,1,0,1
667,2020,2,10,37,1,0,1
668,2020,2,10,37,1,0,1
669,2020,2,10,37,2,0,1
670,2020,2,10,37,1,0,1
671,2020,2,10,37,4,0,1
672,2020,2,10,37,1,0,1
673,2020,2,10,37,1,0,1
674,2020,2,10,37,1,0,1
675,2020,2,10,37,1,0,1
676,2020,2,10,37,1,0,1
677,2020,2,10,37,3,0,1
678,2020,2,10,37,3,0,1
679,2020,2,10,37,2,0,1
680,2020,2,10,37,1,0,1
681,2020,2,10,37,3,0,1
682,2020,2,10,37,1,0,1
683,2020,2,10,37,1,0,1
684,2020,2,10,37,1,0,1
685,2020,2,10,37,1,0,1
686,2020,2,10,37,1,0,1
687,2020,2,10,37,1,0,1
688,2020,2,10,37,2,0,1
689,2020,2,10,37,1,0,1
690,2020,2,10,37,1,0,1
691,2020,2,10,37,1,0,1
692,2020,2,10,37,1,0,1
693,2020,2,10,37,2,0,1
694,2020,2,10,37,2,0,1
695,2020,2,10,37,1,0,1
696,2020,2,10,37,1,0,1
697,2020,2,10,37,1,0,1
698,2020,2,10,37,1,0,1
699,2020,2,10,37,1,0,1
700,2020,2,10,37,1,0,1
701,2020,2,10,37,1,0,1
702,2020,2,10,37,1,0,1
703,2020,2,10,37,1,0,1
704,2020,2,10,37,1,0,1
705,2020,2,10,37,1,0,1
706,2020,2,10,37,1,0,1
707,2020,2,10,37,6,0,1
708,2020,2,10,37,2,0,1
709,2020,2,10,37,1,0,1
710,2020,2,10,37,1,0,1
711,2020,2,10,37,1,0,1
712,2020,2,10,37,1,0,1
713,2020,2,10,37,1,0,1
714,2020,2,10,37,1,0,1
715,2020,2,10,37,1,0,1
716,2020,2,10,37,2,0,1
717,2020,2,10,37,1,0,1
718,2020,2,10,37,1,0,1
719,2020,2,10,37,2,0,1
720,2020,2,10,37,1,0,1
721,2020,2,10,37,1,0,1
722,2020,2,10,37,1,0,1
723,2020,2,10,37,1,0,1
724,2020,2,10,37,1,0,1
725,2020,2,10,37,5,0,1
726,2020,2,2,83,1,0,1
727,2020,2,2,83,2,0,1
728,2020,2,2,83,1,0,1
729,2020,2,2,83,30,0,1
730,2020,2,2,83,30,0,1
731,2020,2,2,83,30,0,1
732,2020,2,2,83,10,0,1
733,2020,2,2,83,1,0,1
734,2020,2,2,83,3,0,1
735,2020,2,2,83,1,0,1
736,2020,2,2,83,1,0,1
737,2020,2,2,83,1,0,1
738,2020,2,2,83,1,0,1
739,2020,2,2,83,1,0,1
740,2020,2,2,83,5,0,1
741,2020,2,2,83,3,0,1
742,2020,2,2,83,5,0,1
743,2020,2,2,83,20,0,1
744,2020,2,2,83,50,0,1
745,2020,2,2,83,125,0,1
746,2020,2,2,83,25,0,1
747,2020,2,2,83,25,0,1
748,2020,2,2,83,15,0,1
749,2020,2,2,83,35,0,1
750,2020,2,2,83,50,0,1
751,2020,2,2,83,35,0,1
752,2020,2,2,83,5,0,1
753,2020,2,2,83,10,0,1
754,2020,2,2,83,26,0,1
755,2020,2,2,83,35,0,1
756,2020,2,2,83,4,0,1
757,2020,2,2,83,10,0,1
758,2020,2,2,83,25,0,1
759,2020,2,2,83,45,0,1
760,2020,2,2,83,60,0,1
761,2020,2,2,83,10,0,1
762,2020,2,3,43,1,0,1
763,2020,2,3,43,4,0,1
764,2020,2,11,73,1,0,1
765,2020,2,11,73,1,0,1
766,2020,2,11,73,1,0,1
767,2020,2,11,73,1,0,1
768,2020,2,7,26,3,0,1
769,2020,2,7,26,1,0,1
770,2020,2,7,26,1,0,1
771,2020,2,3,107,0,0,1
772,2020,2,6,100,1,0,1
773,2020,2,6,100,2,0,1
774,2020,2,6,100,1,0,1
775,2020,2,6,100,1,0,1
776,2020,2,6,100,2,0,1
777,2020,2,6,100,1,0,1
778,2020,2,6,100,1,0,1
779,2020,2,6,100,1,0,1
780,2020,2,6,100,1,0,1
781,2020,2,6,100,1,0,1
782,2020,2,6,100,1,0,1
783,2020,2,6,100,1,0,1
784,2020,2,6,100,1,0,1
785,2020,2,6,100,1,0,1
786,2020,2,6,100,1,0,1
787,2020,2,6,100,3,0,1
788,2020,2,6,100,1,0,1
789,2020,2,6,100,4,0,1
790,2020,2,6,100,1,0,1
791,2020,2,6,100,1,0,1
792,2020,2,6,100,2,0,1
793,2020,2,6,100,1,0,1
794,2020,2,6,100,4,0,1
795,2020,2,6,100,1,0,1
796,2020,2,6,100,1,0,1
797,2020,2,6,100,2,0,1
798,2020,2,6,100,1,0,1
799,2020,2,6,100,1,0,1
800,2020,2,6,100,1,0,1
801,2020,2,6,100,1,0,1
802,2020,2,6,100,2,0,1
803,2020,2,6,100,1,0,1
804,2020,2,6,100,1,0,1
805,2020,2,6,100,1,0,1
806,2020,2,6,100,1,0,1
807,2020,2,2,11,1,0,1
808,2020,2,2,11,1,0,1
809,2020,2,3,30,1,0,1
810,2020,2,8,42,3,0,1
811,2020,2,8,42,2,0,1
812,2020,2,8,42,2,0,1
813,2020,2,8,42,1,0,1
814,2020,2,8,42,1,0,1
815,2020,2,8,42,1,0,1
816,2020,2,8,42,3,0,1
817,2020,2,8,42,1,0,1
818,2020,2,8,42,1,0,1
819,2020,2,8,42,1,0,1
820,2020,2,8,42,1,0,1
821,2020,2,8,42,1,0,1
